seller_id,zip_code_prefix,seller_city,seller_state,order_id,order_item_id,product_id,date,price,freight_value,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,product_category_name_english,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
8bd0f31cf0a614c658f6763bd02dea69,1222,sao paulo,SP,96bd9c3ad7366522a8a0ef40301faeb5,1,9df634af5c467f3b07f3d92f7765aa64,2018-03-02 12:50:00,39.0,16.82,-23.54715958,-46.64989461,s?ï¿½o paulo,SP,toys,45,965,2,850,16,32,16
8bd0f31cf0a614c658f6763bd02dea69,1222,sao paulo,SP,96bd9c3ad7366522a8a0ef40301faeb5,2,9df634af5c467f3b07f3d92f7765aa64,2018-03-02 12:50:00,39.0,16.82,-23.54715958,-46.64989461,s?ï¿½o paulo,SP,toys,45,965,2,850,16,32,16
8bd0f31cf0a614c658f6763bd02dea69,1222,sao paulo,SP,cdbb4d02acee4e30dcd2797d3ed1b510,1,9df634af5c467f3b07f3d92f7765aa64,2017-12-14 08:31:00,39.0,11.78,-23.54715958,-46.64989461,s?ï¿½o paulo,SP,toys,45,965,2,850,16,32,16
7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,SC,411282320ee1ea91c2fc8351aee73b05,1,c54fe6aa647b1835911c540439f62300,2018-07-09 15:31:00,144.88,44.81,-28.47802628,-48.99718341,tubarao,SC,air_condition,59,250,4,5150,36,47,46
7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,SC,d66cdd2dee90bc354ba79f909e9dfda4,1,c57bafab28dd10e1d95c06ec176e7441,2018-07-31 14:25:00,144.88,23.64,-28.47802628,-48.99718341,tubarao,SC,air_condition,51,1265,4,2550,18,37,36
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,6bb425cfe5c2338ba1386a0114f7fb50,1,9a2baa159a216dcc9eb422cda7271ba8,2018-08-22 20:10:00,39.0,16.6,-23.48525373,-46.73312975,s?ï¿½o paulo,SP,toys,24,471,2,512,27,21,24
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,440efc866515b274c87852a745f91726,1,46eb7181719a3860b32f85e784675390,2018-03-02 12:31:00,39.0,21.03,-23.19886005,-47.29334561,salto,SP,toys,50,466,1,2725,45,11,24
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,446fdc806b0c1bade7477c8adb83b9e7,1,9783bd52943df9833a6a92f2e8f34f32,2018-03-11 21:55:00,39.0,12.77,-23.19886005,-47.29334561,salto,SP,toys,50,487,1,1400,55,5,24
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,5a07264682e0b8fbb3f166edbbffc6e8,1,4f8b31aef15b3f6b4c3cd34e74976494,2018-04-19 17:11:00,39.0,19.32,-23.19886005,-47.29334561,salto,SP,toys,56,194,1,475,54,13,26
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,5ae462adc9fc09ec40e8eb915cecb4ca,1,ed3d4d9d28256f0c6c2af63d199cd720,2018-07-11 17:05:00,189.9,8.91,-23.19886005,-47.29334561,salto,SP,perfume,57,525,1,367,16,15,15
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,62dd8e5f0825db70280fd7e07e599900,1,9d7dfc4cb2caec57922343876f5d3ff3,2018-03-29 22:10:00,39.0,14.06,-23.19886005,-47.29334561,salto,SP,toys,48,609,2,1100,65,9,20
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,6e9b1ed8338411f98f2dd86298e00826,1,f25bb6afe10215e774d598f4f79d74e8,2018-08-14 12:45:00,39.0,23.03,-23.19886005,-47.29334561,salto,SP,toys,54,491,4,1400,41,4,41
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,80868dd37e63ac8fbe1aa89083b8f2b0,1,ed3d4d9d28256f0c6c2af63d199cd720,2018-08-28 14:24:00,189.9,18.32,-23.19886005,-47.29334561,salto,SP,perfume,57,525,1,367,16,15,15
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,8e8fa3f7495c77b64b5be78ad49c4a8f,1,46eb7181719a3860b32f85e784675390,2018-03-13 18:50:00,39.0,42.69,-23.19886005,-47.29334561,salto,SP,toys,50,466,1,2725,45,11,24
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,9d3da55bc185ccdbeccac8824c7330ae,1,ed3d4d9d28256f0c6c2af63d199cd720,2018-08-22 14:31:00,189.9,8.38,-23.19886005,-47.29334561,salto,SP,perfume,57,525,1,367,16,15,15
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,a167a25e5e6faf3098a732b7a75a41d5,1,9783bd52943df9833a6a92f2e8f34f32,2018-03-12 03:55:00,39.0,17.88,-23.19886005,-47.29334561,salto,SP,toys,50,487,1,1400,55,5,24
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,a56629e394592c4363538b6cb6a0fcd3,1,da9897a610529d3139497d3bd8bbccb0,2018-05-03 21:50:00,248.25,19.32,-23.19886005,-47.29334561,salto,SP,watches,55,464,3,770,26,13,26
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,b8a33fa5ef27e365f04703b899401762,1,46eb7181719a3860b32f85e784675390,2018-07-05 12:31:00,39.0,23.42,-23.19886005,-47.29334561,salto,SP,toys,50,466,1,2725,45,11,24
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,bc60b588a732fb42a8145a501c6a61d2,2,f25bb6afe10215e774d598f4f79d74e8,2018-08-28 14:24:00,39.0,12.45,-23.19886005,-47.29334561,salto,SP,toys,54,491,4,1400,41,4,41
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,bd22679f67e770fe1a872d8d1b85f985,1,da758620170454b7f60f39146bfca7bb,2018-03-29 02:50:00,39.0,8.88,-23.19886005,-47.29334561,salto,SP,toys,59,948,3,700,41,13,26
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,e561fa177791f05209e4557ba7366347,1,c293414ca6dacfb6085739783def4ef6,2018-08-20 13:15:00,39.0,12.96,-23.19886005,-47.29334561,salto,SP,toys,52,706,4,2450,23,7,23
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,7bbb2b4fd60b56329b20353470ec4080,1,a7e3c4e94e2cdb8acd51459762d4c263,2017-11-03 19:30:00,189.9,15.1,-19.95661691,-43.96843635,belo horizonte,MG,perfume,45,3869,1,500,16,2,11
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,0420da8d50a3784011290a782f25a8a8,1,5ca739ddd646d1ba53cca4e3c099a953,2018-08-13 17:35:00,39.0,14.73,-23.03582473,-47.83630266,laranjal paulista,SP,toys,49,892,2,1200,52,13,37
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,0686d4f89fdf2b3625aa705b7ed7ac95,1,03e4e6709b7d6415746769c0bc3e9131,2018-03-22 10:55:00,39.0,14.51,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,079ad290e98bc46b5d7e0ce9fc15af1b,1,03e4e6709b7d6415746769c0bc3e9131,2018-04-10 21:09:00,39.0,22.96,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,0a3bc687e8cb91f08d67838494a0e396,1,03e4e6709b7d6415746769c0bc3e9131,2018-03-20 11:15:00,39.0,23.0,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,25ea76c2e1524d813d0a0c15bba57426,1,8cdcb4646ea91e2ad69608553a04285b,2018-06-15 19:01:00,39.0,34.11,-23.03582473,-47.83630266,laranjal paulista,SP,toys,48,678,4,4150,64,12,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,2cfd5a10761ea2f9ebe13e7204c54c37,1,60831f149488243f31618867accce8cd,2018-01-29 17:28:00,39.0,16.11,-23.03582473,-47.83630266,laranjal paulista,SP,toys,51,313,4,3250,65,13,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,30941734c8d62ce23498ca4758409a29,1,4ebab6a2135a2477b657bda38646b64b,2017-11-21 20:35:00,39.0,15.1,-23.03582473,-47.83630266,laranjal paulista,SP,toys,38,853,3,442,20,16,14
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,31e00bb404e44d46b89ff10b7a09d470,1,85f9589f830e0dbd417232cc7f9c677d,2018-07-23 22:55:00,39.0,22.38,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,325,1,475,41,34,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,4813c50e3548fa87684c05b730ecccee,1,4ebab6a2135a2477b657bda38646b64b,2018-01-24 02:11:00,39.0,15.1,-23.03582473,-47.83630266,laranjal paulista,SP,toys,38,853,3,442,20,16,14
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,542d82c2299fd92243549f4e402ab62b,1,67682f5c5170c72b398941e2193735a4,2017-11-08 03:15:00,39.0,16.11,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,644,1,1238,34,32,24
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,542d82c2299fd92243549f4e402ab62b,2,67682f5c5170c72b398941e2193735a4,2017-11-08 03:15:00,39.0,16.11,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,644,1,1238,34,32,24
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,55f6389d37492e413b7dc1cab498db13,1,d48bacc1dcd9c86bf1ed4ed2a303336c,2018-05-18 18:31:00,39.0,14.44,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,752,3,1232,38,18,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,60836a0b2a1b5051e61371cf04a16574,1,b623b7cb05ee3248fbe4a6ecbeed79a4,2018-06-04 21:51:00,39.0,13.85,-23.03582473,-47.83630266,laranjal paulista,SP,toys,41,673,1,3008,32,45,32
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,70bd1eb0a425533fa100afb2a4f26a98,1,5ca739ddd646d1ba53cca4e3c099a953,2018-08-01 16:05:00,39.0,23.22,-23.03582473,-47.83630266,laranjal paulista,SP,toys,49,892,2,1200,52,13,37
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,71faacf7cbbbe99af405624f55e3bfca,1,2ff677af9af410da689ac8299bab93c9,2018-05-23 17:56:00,39.0,23.28,-23.03582473,-47.83630266,laranjal paulista,SP,toys,47,822,2,3725,41,32,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,71faacf7cbbbe99af405624f55e3bfca,2,2ff677af9af410da689ac8299bab93c9,2018-05-23 17:56:00,39.0,23.28,-23.03582473,-47.83630266,laranjal paulista,SP,toys,47,822,2,3725,41,32,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,733c73abed2883f2005808ba3e5214ce,1,1abd8922e3c02c26ce30fc4f627158fe,2018-04-10 20:33:00,39.0,34.48,-23.03582473,-47.83630266,laranjal paulista,SP,toys,50,677,5,8963,52,27,33
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,7491b6e69f50c3e941057224d0826186,1,d48bacc1dcd9c86bf1ed4ed2a303336c,2018-05-13 22:11:00,39.0,22.93,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,752,3,1232,38,18,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,75d2d598319b1d4228d4ee4b82e61ff3,1,5ca739ddd646d1ba53cca4e3c099a953,2017-12-18 11:28:00,39.0,17.74,-23.03582473,-47.83630266,laranjal paulista,SP,toys,49,892,2,1200,52,13,37
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,79b690847d556fdcccfe7dfdd9d77dd4,1,3ba2b0de14984ce8f072c58be8d701dd,2018-04-12 19:28:00,39.0,47.14,-23.03582473,-47.83630266,laranjal paulista,SP,toys,59,1164,4,6133,44,35,48
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,7b0ccc701e00fd27ba794e0ce7458d88,1,03e4e6709b7d6415746769c0bc3e9131,2018-03-22 18:28:00,39.0,14.51,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,815f08745d6a759deb919c5e1bce8301,1,03e4e6709b7d6415746769c0bc3e9131,2018-02-14 09:55:00,39.0,13.44,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,8376f6035204b549b6bae5c4a7aa5a44,1,6a7410f88fe57e3fd4e353cfc04e7b31,2017-11-22 19:31:00,39.0,17.64,-23.03582473,-47.83630266,laranjal paulista,SP,toys,47,389,2,1350,35,26,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,848b3e3349117bb4bcbcd36dc4b98f2b,1,fc40fe8ca610260f036ecf18dd8d3b24,2017-12-26 21:53:00,39.0,17.4,-23.03582473,-47.83630266,laranjal paulista,SP,toys,29,1132,2,5543,39,34,37
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,8c852623da2a9eea1c1aab41baa78a43,1,d48bacc1dcd9c86bf1ed4ed2a303336c,2018-05-23 15:32:00,39.0,22.93,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,752,3,1232,38,18,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,962874b0c311c788d28a2437ce5dadde,1,1abd8922e3c02c26ce30fc4f627158fe,2018-04-03 08:35:00,39.0,19.02,-23.03582473,-47.83630266,laranjal paulista,SP,toys,50,677,5,8963,52,27,33
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,99e4c7eebc4e218f0ef4729921038c19,1,d48bacc1dcd9c86bf1ed4ed2a303336c,2018-03-15 19:47:00,39.0,22.93,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,752,3,1232,38,18,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,a5b30f9f44d2413db0b94cd9a3fdcf81,1,c12e49e47562c48e7c81b75e59f91cbf,2017-11-30 21:31:00,39.0,13.71,-23.03582473,-47.83630266,laranjal paulista,SP,toys,47,782,2,1400,40,41,42
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,a6ff9f38d02f65f7ad74bfc2dd1813cf,1,b623b7cb05ee3248fbe4a6ecbeed79a4,2018-06-05 00:56:00,39.0,13.85,-23.03582473,-47.83630266,laranjal paulista,SP,toys,41,673,1,3008,32,45,32
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,a7b99e52e5bf8862a3727ddafe014d03,1,6a7410f88fe57e3fd4e353cfc04e7b31,2017-11-30 01:37:00,39.0,13.41,-23.03582473,-47.83630266,laranjal paulista,SP,toys,47,389,2,1350,35,26,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,aa84b2cd6335cfdd4a56d7a15917d026,1,03e4e6709b7d6415746769c0bc3e9131,2018-02-22 12:46:00,39.0,13.44,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,ad1d5c46d63588c477f08b1a917e0788,1,1abd8922e3c02c26ce30fc4f627158fe,2018-04-10 07:55:00,39.0,19.02,-23.03582473,-47.83630266,laranjal paulista,SP,toys,50,677,5,8963,52,27,33
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,ae8e70d062fa5569315a69e1cc675b64,1,03e4e6709b7d6415746769c0bc3e9131,2018-03-23 07:50:00,39.0,14.51,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,ae8e71cc131340d44221ce1ad4a31867,1,03e4e6709b7d6415746769c0bc3e9131,2018-02-27 20:09:00,39.0,13.44,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,afc164a698c08de061cc7173650121fa,1,03e4e6709b7d6415746769c0bc3e9131,2018-02-23 14:47:00,39.0,17.67,-23.03582473,-47.83630266,laranjal paulista,SP,toys,42,762,2,3890,36,28,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,b18a68dda772cde59ef17d4fbbfe8c7e,1,b623b7cb05ee3248fbe4a6ecbeed79a4,2018-06-05 14:15:00,39.0,19.46,-23.03582473,-47.83630266,laranjal paulista,SP,toys,41,673,1,3008,32,45,32
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,bd73b77940b4755971250ad4a3cd95b8,1,d48bacc1dcd9c86bf1ed4ed2a303336c,2018-03-19 04:15:00,39.0,22.93,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,752,3,1232,38,18,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,c45067032fd84f4cf408730ff5205568,1,fea2f92877b647dc07ea8e3f4aa2cf3f,2018-05-22 12:30:00,39.0,19.14,-23.03582473,-47.83630266,laranjal paulista,SP,toys,35,537,2,7400,45,29,53
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,c62dc502431fbf54699cf00a9e938688,1,43e09fcb6175856e87a4d9b91321addb,2018-07-13 00:25:00,39.0,24.62,-23.03582473,-47.83630266,laranjal paulista,SP,toys,43,1505,1,6038,49,19,44
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,d1b180581daf3c00f4ab3691c9a12c92,1,43e09fcb6175856e87a4d9b91321addb,2018-08-01 00:05:00,39.0,24.62,-23.03582473,-47.83630266,laranjal paulista,SP,toys,43,1505,1,6038,49,19,44
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,ea60e9579f440bbca132b795ff54807f,1,8cdcb4646ea91e2ad69608553a04285b,2018-03-15 13:35:00,39.0,19.32,-23.03582473,-47.83630266,laranjal paulista,SP,toys,48,678,4,4150,64,12,36
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,eaedbddc7cf568f1b667398781159118,1,d48bacc1dcd9c86bf1ed4ed2a303336c,2018-03-16 14:15:00,39.0,14.44,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,752,3,1232,38,18,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,ef2ecde1a76f9bcc15c632e7970aca8d,1,d48bacc1dcd9c86bf1ed4ed2a303336c,2018-07-11 18:45:00,39.0,14.65,-23.03582473,-47.83630266,laranjal paulista,SP,toys,52,752,3,1232,38,18,25
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,f0031384d36ff045ee1e866942d0fa7a,1,b623b7cb05ee3248fbe4a6ecbeed79a4,2018-08-28 00:24:00,39.0,47.18,-23.03582473,-47.83630266,laranjal paulista,SP,toys,41,673,1,3008,32,45,32
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,f315f8fbe6489c99c9e99dcbe52dace4,1,9b2db9ec16a8a51549f32462bf973523,2018-04-05 19:15:00,39.0,17.74,-23.03582473,-47.83630266,laranjal paulista,SP,toys,56,809,1,3110,33,24,43
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,f7943f103569d2bb8a79fe584fcd07e5,1,8cdcb4646ea91e2ad69608553a04285b,2018-07-03 02:52:00,39.0,34.11,-23.03582473,-47.83630266,laranjal paulista,SP,toys,48,678,4,4150,64,12,36
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,28cda4e2c431cbb41d153d52ba95f894,1,0568858419b609bd068bec047de0a1c8,2018-07-09 15:31:00,189.9,7.39,-23.46735987,-46.57715992,sao paulo,SP,perfume,51,395,2,425,18,12,15
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,c046779e1ef14c11e325b9b9a46d610d,1,c3d27ee9725d9bb6e585039665b36443,2018-06-12 02:53:00,189.9,7.39,-23.46735987,-46.57715992,sao paulo,SP,perfume,51,396,2,575,18,12,15
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,e677510e2924d4e0abd70deded2cb95e,1,8e5e73a07dbd796af762469b663b4c8a,2018-07-12 20:10:00,189.9,7.39,-23.46735987,-46.57715992,sao paulo,SP,perfume,54,470,2,300,18,12,15
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,f98dc0bb1b5d1102af20837256cca2c5,1,db729c4310411c0be04a91785f063ea8,2018-06-14 15:11:00,189.9,7.39,-23.46735987,-46.57715992,sao paulo,SP,perfume,36,47,2,117,18,10,14
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,07f2e5679e13d0e45de9da85bb833558,1,e27a738cbbcf6c8878c713af56835a19,2018-07-13 14:06:00,248.25,7.43,-23.54478975,-46.49548929,s?ï¿½o paulo,SP,watches,58,641,4,300,34,5,16
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,08c21d8b98beec294f0dceb8b54cdfd5,1,416095891c3eb407eb70756068f7837f,2018-04-24 11:51:00,39.0,18.23,-23.54478975,-46.49548929,s?ï¿½o paulo,SP,toys,58,1343,3,650,37,5,23
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,0e7e973a8d82ae12e070d767abed8960,1,9f19e22de208159e42e840d00e64ce93,2018-04-05 19:27:00,39.0,7.39,-23.54478975,-46.49548929,s?ï¿½o paulo,SP,toys,43,785,1,250,25,3,18
